column,primary_label,secondary_labels,confidence,all_confidences,description,unit,tags
internet_users,demographics,"['environment', 'social wellbeing']",0.26510336995124817,"[0.26510336995124817, 0.23053637146949768, 0.20375926792621613]",internet users,count,"['internet', 'users']"
investments_percent_of_gdp,economy,"['safety', 'environment']",0.8405313491821289,"[0.8405313491821289, 0.03559311106801033, 0.033011775463819504]",investments % of gdp,percent,"['investments', 'percent', 'of', 'gdp']"
life_expectancy_at_birth_data_from_ihme,demographics,"['physical health', 'safety']",0.4503512680530548,"[0.4503512680530548, 0.17505435645580292, 0.11861138790845871]",life expectancy at birth data from ihme,count,"['life', 'expectancy', 'at', 'birth', 'data', 'from', 'ihme']"
life_expectancy_female,demographics,"['safety', 'social wellbeing']",0.5993934869766235,"[0.5993934869766235, 0.1304778903722763, 0.0976162701845169]",life expectancy female,count,"['life', 'expectancy', 'female']"
life_expectancy_male,demographics,"['safety', 'physical health']",0.6065016388893127,"[0.6065016388893127, 0.11019676923751831, 0.10065973550081253]",life expectancy male,count,"['life', 'expectancy', 'male']"
literacy_rate_adult,education,"['demographics', 'physical health']",0.5620555877685547,"[0.5620555877685547, 0.188936248421669, 0.11344390362501144]",literacy rate adult,count,"['literacy', 'rate', 'adult']"
literacy_rate_adult_female_percent_of_females_ages_15_above,education,"['demographics', 'physical health']",0.6007981896400452,"[0.6007981896400452, 0.23735620081424713, 0.07216189056634903]",literacy rate adult female % of females ages 15 above,percent,"['literacy', 'rate', 'adult', 'female', 'percent', 'of', 'females', 'ages', '15', 'above']"
literacy_rate_adult_male_percent_of_males_ages_15_and_above,education,"['demographics', 'physical health']",0.5443736910820007,"[0.5443736910820007, 0.2933497130870819, 0.05770883336663246]",literacy rate adult male % of males ages 15 and above,percent,"['literacy', 'rate', 'adult', 'male', 'percent', 'of', 'males', 'ages', '15', 'and', 'above']"
literacy_rate_adult_total_percent_of_people_ages_15_and_above,education,"['demographics', 'physical health']",0.6270953416824341,"[0.6270953416824341, 0.2241881936788559, 0.051631998270750046]",literacy rate adult total % of people ages 15 and above,percent,"['literacy', 'rate', 'adult', 'total', 'percent', 'of', 'people', 'ages', '15', 'and', 'above']"
literacy_rate_youth,education,"['demographics', 'social wellbeing']",0.5533574819564819,"[0.5533574819564819, 0.2180730253458023, 0.10117537528276443]",literacy rate youth,count,"['literacy', 'rate', 'youth']"
literacy_rate_youth_female_percent_of_females_ages_15_24,education,"['demographics', 'physical health']",0.5508196353912354,"[0.5508196353912354, 0.2856001853942871, 0.04768529161810875]",literacy rate youth female % of females ages 15 24,percent,"['literacy', 'rate', 'youth', 'female', 'percent', 'of', 'females', 'ages', '15', '24']"
literacy_rate_youth_male_percent_of_males_ages_15_24,education,"['demographics', 'physical health']",0.5156723856925964,"[0.5156723856925964, 0.31545916199684143, 0.047523133456707]",literacy rate youth male % of males ages 15 24,percent,"['literacy', 'rate', 'youth', 'male', 'percent', 'of', 'males', 'ages', '15', '24']"
literacy_rate_youth_total_percent_of_people_ages_15_24,education,"['demographics', 'social wellbeing']",0.516200840473175,"[0.516200840473175, 0.35226714611053467, 0.033684536814689636]",literacy rate youth total % of people ages 15 24,percent,"['literacy', 'rate', 'youth', 'total', 'percent', 'of', 'people', 'ages', '15', '24']"
liver_cancer_deaths_per_100000_men,demographics,"['physical health', 'safety']",0.572471559047699,"[0.572471559047699, 0.1441391259431839, 0.11250954866409302]",liver cancer deaths per 100000 men,count,"['liver', 'cancer', 'deaths', 'per', '100000', 'men']"
liver_cancer_deaths_per_100000_women,demographics,"['safety', 'physical health']",0.6420957446098328,"[0.6420957446098328, 0.10980569571256638, 0.10289216041564941]",liver cancer deaths per 100000 women,count,"['liver', 'cancer', 'deaths', 'per', '100000', 'women']"
liver_cancer_new_cases_per_100000_men,demographics,"['physical health', 'safety']",0.6056637167930603,"[0.6056637167930603, 0.09723767638206482, 0.0914580225944519]",liver cancer new cases per 100000 men,count,"['liver', 'cancer', 'new', 'cases', 'per', '100000', 'men']"
liver_cancer_new_cases_per_100000_women,demographics,"['safety', 'physical health']",0.609606921672821,"[0.609606921672821, 0.11306220293045044, 0.08104366809129715]",liver cancer new cases per 100000 women,count,"['liver', 'cancer', 'new', 'cases', 'per', '100000', 'women']"
liver_cancer_number_of_female_deaths,demographics,"['economy', 'physical health']",0.8311904072761536,"[0.8311904072761536, 0.03719262406229973, 0.031157393008470535]",liver cancer number of female deaths,count,"['liver', 'cancer', 'number', 'of', 'female', 'deaths']"
liver_cancer_number_of_male_deaths,demographics,"['economy', 'physical health']",0.7850640416145325,"[0.7850640416145325, 0.04696645587682724, 0.04285219684243202]",liver cancer number of male deaths,count,"['liver', 'cancer', 'number', 'of', 'male', 'deaths']"
liver_cancer_number_of_new_female_cases,demographics,"['economy', 'physical health']",0.707516610622406,"[0.707516610622406, 0.0594615638256073, 0.05788997933268547]",liver cancer number of new female cases,count,"['liver', 'cancer', 'number', 'of', 'new', 'female', 'cases']"
liver_cancer_number_of_new_male_cases,demographics,"['physical health', 'economy']",0.6178032159805298,"[0.6178032159805298, 0.08168881386518478, 0.07738542556762695]",liver cancer number of new male cases,count,"['liver', 'cancer', 'number', 'of', 'new', 'male', 'cases']"
long_term_unemployment_rate_percent,economy,"['demographics', 'social wellbeing']",0.5269791483879089,"[0.5269791483879089, 0.1481563001871109, 0.11306629329919815]",long term unemployment rate %,percent,"['long', 'term', 'unemployment', 'rate', 'percent']"
lung_cancer_deaths_per_100000_men,demographics,"['physical health', 'safety']",0.576626181602478,"[0.576626181602478, 0.14172989130020142, 0.11065775156021118]",lung cancer deaths per 100000 men,count,"['lung', 'cancer', 'deaths', 'per', '100000', 'men']"
lung_cancer_deaths_per_100000_women,demographics,"['safety', 'physical health']",0.6528659462928772,"[0.6528659462928772, 0.10871443152427673, 0.10089418292045593]",lung cancer deaths per 100000 women,count,"['lung', 'cancer', 'deaths', 'per', '100000', 'women']"
lung_cancer_new_cases_per_100000_men,demographics,"['physical health', 'safety']",0.6138541102409363,"[0.6138541102409363, 0.09431558102369308, 0.09258264303207397]",lung cancer new cases per 100000 men,count,"['lung', 'cancer', 'new', 'cases', 'per', '100000', 'men']"
lung_cancer_new_cases_per_100000_women,demographics,"['safety', 'physical health']",0.6172648668289185,"[0.6172648668289185, 0.11641080677509308, 0.08106125891208649]",lung cancer new cases per 100000 women,count,"['lung', 'cancer', 'new', 'cases', 'per', '100000', 'women']"
lung_cancer_number_of_female_deaths,demographics,"['economy', 'physical health']",0.8400254249572754,"[0.8400254249572754, 0.0370928980410099, 0.03058025613427162]",lung cancer number of female deaths,count,"['lung', 'cancer', 'number', 'of', 'female', 'deaths']"
lung_cancer_number_of_male_deaths,demographics,"['economy', 'physical health']",0.806614100933075,"[0.806614100933075, 0.04391650855541229, 0.04183163121342659]",lung cancer number of male deaths,count,"['lung', 'cancer', 'number', 'of', 'male', 'deaths']"
lung_cancer_number_of_new_female_cases,demographics,"['physical health', 'economy']",0.7525653839111328,"[0.7525653839111328, 0.052986498922109604, 0.0527191236615181]",lung cancer number of new female cases,count,"['lung', 'cancer', 'number', 'of', 'new', 'female', 'cases']"
lung_cancer_number_of_new_male_cases,demographics,"['physical health', 'economy']",0.6923674941062927,"[0.6923674941062927, 0.06675812602043152, 0.06633160263299942]",lung cancer number of new male cases,count,"['lung', 'cancer', 'number', 'of', 'new', 'male', 'cases']"
malaria_cases_per_100000_reported,physical health,"['demographics', 'economy']",0.2604794204235077,"[0.2604794204235077, 0.202027827501297, 0.11196297407150269]",malaria cases per 100000 reported,count,"['malaria', 'cases', 'per', '100000', 'reported']"
malaria_deaths_in_children_1_59_months_per_1000_births,demographics,"['safety', 'physical health']",0.3330179452896118,"[0.3330179452896118, 0.2036353051662445, 0.19515642523765564]",malaria deaths in children 1 59 months per 1000 births,count,"['malaria', 'deaths', 'in', 'children', '1', '59', 'months', 'per', '1000', 'births']"
malaria_deaths_in_children_1_59_months_total_deaths,demographics,"['safety', 'physical health']",0.26162058115005493,"[0.26162058115005493, 0.1887732595205307, 0.15505638718605042]",malaria deaths in children 1 59 months total deaths,count,"['malaria', 'deaths', 'in', 'children', '1', '59', 'months', 'total', 'deaths']"
malaria_deaths_per_100000_reported,physical health,"['demographics', 'safety']",0.22937510907649994,"[0.22937510907649994, 0.21758165955543518, 0.19816163182258606]",malaria deaths per 100000 reported,count,"['malaria', 'deaths', 'per', '100000', 'reported']"
malaria_number_of_cases_reported,social wellbeing,"['environment', 'safety']",0.15731222927570343,"[0.15731222927570343, 0.15681740641593933, 0.15527521073818207]",malaria number of cases reported,count,"['malaria', 'number', 'of', 'cases', 'reported']"
malaria_number_of_deaths_reported,safety,"['demographics', 'economy']",0.20787401497364044,"[0.20787401497364044, 0.15813256800174713, 0.1522146314382553]",malaria number of deaths reported,count,"['malaria', 'number', 'of', 'deaths', 'reported']"
male_agriculture_workers_percent_of_male_employment,demographics,"['social wellbeing', 'environment']",0.8667141199111938,"[0.8667141199111938, 0.03445533663034439, 0.026961613446474075]",male agriculture workers % of male employment,percent,"['male', 'agriculture', 'workers', 'percent', 'of', 'male', 'employment']"
male_family_workers_percent_of_male_employment,demographics,"['social wellbeing', 'economy']",0.5542171597480774,"[0.5542171597480774, 0.26658692955970764, 0.05542391166090965]",male family workers % of male employment,percent,"['male', 'family', 'workers', 'percent', 'of', 'male', 'employment']"
male_industry_workers_percent_of_male_employment,demographics,"['economy', 'environment']",0.6904921531677246,"[0.6904921531677246, 0.12698054313659668, 0.046299465000629425]",male industry workers % of male employment,percent,"['male', 'industry', 'workers', 'percent', 'of', 'male', 'employment']"
male_long_term_unemployment_rate_percent,demographics,"['economy', 'social wellbeing']",0.6240686178207397,"[0.6240686178207397, 0.1896243691444397, 0.05367828160524368]",male long term unemployment rate %,percent,"['male', 'long', 'term', 'unemployment', 'rate', 'percent']"
male_population_with_projections,demographics,"['social wellbeing', 'physical health']",0.8466115593910217,"[0.8466115593910217, 0.04466049373149872, 0.025654034689068794]",male population with projections,count,"['male', 'population', 'with', 'projections']"
male_salaried_workers_percent_of_non_agricultural_male_employment,demographics,"['social wellbeing', 'economy']",0.6417815685272217,"[0.6417815685272217, 0.12347898632287979, 0.07987773418426514]",male salaried workers % of non agricultural male employment,percent,"['male', 'salaried', 'workers', 'percent', 'of', 'non', 'agricultural', 'male', 'employment']"
male_self_employed_percent_of_male_employment,demographics,"['social wellbeing', 'economy']",0.6004330515861511,"[0.6004330515861511, 0.13012899458408356, 0.1277828961610794]",male self employed % of male employment,percent,"['male', 'self', 'employed', 'percent', 'of', 'male', 'employment']"
male_service_workers_percent_of_male_employment,demographics,"['social wellbeing', 'environment']",0.6623824238777161,"[0.6623824238777161, 0.15920333564281464, 0.06700417399406433]",male service workers % of male employment,percent,"['male', 'service', 'workers', 'percent', 'of', 'male', 'employment']"
males_aged_15_24_employment_rate_percent,demographics,"['economy', 'social wellbeing']",0.7841092348098755,"[0.7841092348098755, 0.08145730942487717, 0.03781035169959068]",males aged 15 24 employment rate %,percent,"['males', 'aged', '15', '24', 'employment', 'rate', 'percent']"
males_aged_15_24_unemployment_rate_percent,demographics,"['economy', 'social wellbeing']",0.8310118913650513,"[0.8310118913650513, 0.06727131456136703, 0.036864835768938065]",males aged 15 24 unemployment rate %,percent,"['males', 'aged', '15', '24', 'unemployment', 'rate', 'percent']"
males_aged_15_64_labour_force_participation_rate_percent,demographics,"['economy', 'safety']",0.7964273691177368,"[0.7964273691177368, 0.09617377072572708, 0.027502184733748436]",males aged 15 64 labour force participation rate %,percent,"['males', 'aged', '15', '64', 'labour', 'force', 'participation', 'rate', 'percent']"
males_aged_15plus_employment_rate_percent,demographics,"['economy', 'social wellbeing']",0.7755562663078308,"[0.7755562663078308, 0.08551257848739624, 0.03778264299035072]",males aged 15plus employment rate %,percent,"['males', 'aged', '15plus', 'employment', 'rate', 'percent']"
males_aged_15plus_labour_force_participation_rate_percent,demographics,"['economy', 'social wellbeing']",0.8092218637466431,"[0.8092218637466431, 0.09664057940244675, 0.02432585321366787]",males aged 15plus labour force participation rate %,percent,"['males', 'aged', '15plus', 'labour', 'force', 'participation', 'rate', 'percent']"
males_aged_15plus_unemployment_rate_percent,demographics,"['economy', 'social wellbeing']",0.8381441831588745,"[0.8381441831588745, 0.0680343434214592, 0.03067157231271267]",males aged 15plus unemployment rate %,percent,"['males', 'aged', '15plus', 'unemployment', 'rate', 'percent']"
males_aged_25_54_labour_force_participation_rate_percent,demographics,"['economy', 'social wellbeing']",0.8195061087608337,"[0.8195061087608337, 0.08593333512544632, 0.02487916499376297]",males aged 25 54 labour force participation rate %,percent,"['males', 'aged', '25', '54', 'labour', 'force', 'participation', 'rate', 'percent']"
males_aged_25_54_unemployment_rate_percent,demographics,"['economy', 'social wellbeing']",0.8545037508010864,"[0.8545037508010864, 0.05809938535094261, 0.02910519577562809]",males aged 25 54 unemployment rate %,percent,"['males', 'aged', '25', '54', 'unemployment', 'rate', 'percent']"
males_aged_55_64_unemployment_rate_percent,demographics,"['economy', 'social wellbeing']",0.8414735198020935,"[0.8414735198020935, 0.06273385882377625, 0.03165029361844063]",males aged 55 64 unemployment rate %,percent,"['males', 'aged', '55', '64', 'unemployment', 'rate', 'percent']"
males_aged_65plus_labour_force_participation_rate_percent,demographics,"['economy', 'social wellbeing']",0.8228639960289001,"[0.8228639960289001, 0.07603206485509872, 0.03209609165787697]",males aged 65plus labour force participation rate %,percent,"['males', 'aged', '65plus', 'labour', 'force', 'participation', 'rate', 'percent']"
males_aged_65plus_unemployment_rate_percent,demographics,"['economy', 'social wellbeing']",0.8434062004089355,"[0.8434062004089355, 0.06422681361436844, 0.029538024216890335]",males aged 65plus unemployment rate %,percent,"['males', 'aged', '65plus', 'unemployment', 'rate', 'percent']"
malnutrition_weight_for_age_percent_of_children_under_5,demographics,"['physical health', 'economy']",0.3656637966632843,"[0.3656637966632843, 0.21996523439884186, 0.18573231995105743]",malnutrition weight for age % of children under 5,percent,"['malnutrition', 'weight', 'for', 'age', 'percent', 'of', 'children', 'under', '5']"
market_value_of_listed_companies_percent_of_gdp,economy,"['safety', 'environment']",0.865022599697113,"[0.865022599697113, 0.043800368905067444, 0.02533232979476452]",market value of listed companies % of gdp,percent,"['market', 'value', 'of', 'listed', 'companies', 'percent', 'of', 'gdp']"
maternal_deaths_lifetime_risk_per_1000,demographics,"['safety', 'economy']",0.4071640074253082,"[0.4071640074253082, 0.305355966091156, 0.07907778769731522]",maternal deaths lifetime risk per 1000,count,"['maternal', 'deaths', 'lifetime', 'risk', 'per', '1000']"
maternal_deaths_total_number,demographics,"['safety', 'economy']",0.6962292194366455,"[0.6962292194366455, 0.10861597955226898, 0.0714203342795372]",maternal deaths total number,count,"['maternal', 'deaths', 'total', 'number']"
maternal_mortality_ratio_per_100000_live_births,demographics,"['safety', 'physical health']",0.4550037682056427,"[0.4550037682056427, 0.3190063238143921, 0.062136657536029816]",maternal mortality ratio per 100000 live births,count,"['maternal', 'mortality', 'ratio', 'per', '100000', 'live', 'births']"
maternal_mortality_ratio_who,demographics,"['safety', 'economy']",0.6665005087852478,"[0.6665005087852478, 0.15522195398807526, 0.05121359974145889]",maternal mortality ratio who,count,"['maternal', 'mortality', 'ratio', 'who']"
math_achievement_4th_grade,education,"['economy', 'environment']",0.7545247077941895,"[0.7545247077941895, 0.04895716905593872, 0.04291188344359398]",math achievement 4th grade,count,"['math', 'achievement', '4th', 'grade']"
math_achievement_8th_grade,education,"['economy', 'environment']",0.6793986558914185,"[0.6793986558914185, 0.06650442630052567, 0.055564168840646744]",math achievement 8th grade,count,"['math', 'achievement', '8th', 'grade']"
mean_years_in_school_men_15_to_24_years,education,"['demographics', 'economy']",0.36085301637649536,"[0.36085301637649536, 0.3511780798435211, 0.10337711125612259]",mean years in school men 15 to 24 years,count,"['mean', 'years', 'in', 'school', 'men', '15', 'to', '24', 'years']"
mean_years_in_school_men_25_to_34_years,demographics,"['education', 'economy']",0.5315097570419312,"[0.5315097570419312, 0.22606870532035828, 0.08033881336450577]",mean years in school men 25 to 34 years,count,"['mean', 'years', 'in', 'school', 'men', '25', 'to', '34', 'years']"
mean_years_in_school_men_25_years_and_older,demographics,"['education', 'economy']",0.5828385353088379,"[0.5828385353088379, 0.18191148340702057, 0.08858650922775269]",mean years in school men 25 years and older,count,"['mean', 'years', 'in', 'school', 'men', '25', 'years', 'and', 'older']"
mean_years_in_school_men_35_to_44_years,demographics,"['education', 'economy']",0.5412787199020386,"[0.5412787199020386, 0.19478249549865723, 0.09144675731658936]",mean years in school men 35 to 44 years,count,"['mean', 'years', 'in', 'school', 'men', '35', 'to', '44', 'years']"
mean_years_in_school_men_45_to_54_years,demographics,"['education', 'economy']",0.5854281783103943,"[0.5854281783103943, 0.16642476618289948, 0.08235197514295578]",mean years in school men 45 to 54 years,count,"['mean', 'years', 'in', 'school', 'men', '45', 'to', '54', 'years']"
mean_years_in_school_men_55_to_64_years,demographics,"['education', 'economy']",0.5779404640197754,"[0.5779404640197754, 0.17345255613327026, 0.07911280542612076]",mean years in school men 55 to 64 years,count,"['mean', 'years', 'in', 'school', 'men', '55', 'to', '64', 'years']"
mean_years_in_school_men_65_plus_years,education,"['demographics', 'economy']",0.42985790967941284,"[0.42985790967941284, 0.26514002680778503, 0.10315261036157608]",mean years in school men 65 plus years,count,"['mean', 'years', 'in', 'school', 'men', '65', 'plus', 'years']"
mean_years_in_school_women_15_to_24_years,demographics,"['education', 'economy']",0.44968611001968384,"[0.44968611001968384, 0.28125137090682983, 0.1000588983297348]",mean years in school women 15 to 24 years,count,"['mean', 'years', 'in', 'school', 'women', '15', 'to', '24', 'years']"
mean_years_in_school_women_25_to_34_years,demographics,"['education', 'economy']",0.57767254114151,"[0.57767254114151, 0.18876436352729797, 0.08136320859193802]",mean years in school women 25 to 34 years,count,"['mean', 'years', 'in', 'school', 'women', '25', 'to', '34', 'years']"
mean_years_in_school_women_25_years_and_older,demographics,"['education', 'economy']",0.6027697920799255,"[0.6027697920799255, 0.14224262535572052, 0.11430072039365768]",mean years in school women 25 years and older,count,"['mean', 'years', 'in', 'school', 'women', '25', 'years', 'and', 'older']"
mean_years_in_school_women_35_to_44_years,demographics,"['education', 'economy']",0.5700590014457703,"[0.5700590014457703, 0.17536000907421112, 0.09395423531532288]",mean years in school women 35 to 44 years,count,"['mean', 'years', 'in', 'school', 'women', '35', 'to', '44', 'years']"
mean_years_in_school_women_45_to_54_years,demographics,"['education', 'economy']",0.5877201557159424,"[0.5877201557159424, 0.16426828503608704, 0.08670753240585327]",mean years in school women 45 to 54 years,count,"['mean', 'years', 'in', 'school', 'women', '45', 'to', '54', 'years']"
mean_years_in_school_women_55_to_64_years,demographics,"['education', 'economy']",0.5971307754516602,"[0.5971307754516602, 0.16045436263084412, 0.08214553445577621]",mean years in school women 55 to 64 years,count,"['mean', 'years', 'in', 'school', 'women', '55', 'to', '64', 'years']"
mean_years_in_school_women_65_plus_years,education,"['demographics', 'economy']",0.37285327911376953,"[0.37285327911376953, 0.31653669476509094, 0.10966023802757263]",mean years in school women 65 plus years,count,"['mean', 'years', 'in', 'school', 'women', '65', 'plus', 'years']"
mean_years_in_school_women_of_reproductive_age_15_to_44,demographics,"['education', 'economy']",0.693508505821228,"[0.693508505821228, 0.11455006152391434, 0.06490395218133926]",mean years in school women of reproductive age 15 to 44,count,"['mean', 'years', 'in', 'school', 'women', 'of', 'reproductive', 'age', '15', 'to', '44']"
mean_years_in_school_women_percent_men_25_to_34_years,demographics,"['education', 'social wellbeing']",0.5586785674095154,"[0.5586785674095154, 0.28357231616973877, 0.040149010717868805]",mean years in school women % men 25 to 34 years,percent,"['mean', 'years', 'in', 'school', 'women', 'percent', 'men', '25', 'to', '34', 'years']"
measles_deaths_in_children_1_59_months_per_1000_births,demographics,"['safety', 'physical health']",0.2820248305797577,"[0.2820248305797577, 0.2561458945274353, 0.14256656169891357]",measles deaths in children 1 59 months per 1000 births,count,"['measles', 'deaths', 'in', 'children', '1', '59', 'months', 'per', '1000', 'births']"
measles_deaths_in_children_1_59_months_total_deaths,demographics,"['safety', 'economy']",0.23053276538848877,"[0.23053276538848877, 0.22233082354068756, 0.1806906908750534]",measles deaths in children 1 59 months total deaths,count,"['measles', 'deaths', 'in', 'children', '1', '59', 'months', 'total', 'deaths']"
median_age_years,demographics,"['economy', 'social wellbeing']",0.6750581860542297,"[0.6750581860542297, 0.059811536222696304, 0.05675748363137245]",median age years,count,"['median', 'age', 'years']"
medical_doctors_per_1000_people,demographics,"['physical health', 'safety']",0.5120890736579895,"[0.5120890736579895, 0.13519854843616486, 0.08385598659515381]",medical doctors per 1000 people,count,"['medical', 'doctors', 'per', '1000', 'people']"
meningitis_deaths_in_children_1_59_months_per_1000_births,demographics,"['safety', 'physical health']",0.3715624511241913,"[0.3715624511241913, 0.22789300978183746, 0.15647383034229279]",meningitis deaths in children 1 59 months per 1000 births,count,"['meningitis', 'deaths', 'in', 'children', '1', '59', 'months', 'per', '1000', 'births']"
meningitis_deaths_in_children_1_59_months_total_deaths,demographics,"['safety', 'economy']",0.3548295795917511,"[0.3548295795917511, 0.19179493188858032, 0.12818895280361176]",meningitis deaths in children 1 59 months total deaths,count,"['meningitis', 'deaths', 'in', 'children', '1', '59', 'months', 'total', 'deaths']"
merchandise_trade_percent_of_gdp,economy,"['safety', 'environment']",0.8822413682937622,"[0.8822413682937622, 0.021692492067813873, 0.020520975813269615]",merchandise trade % of gdp,percent,"['merchandise', 'trade', 'percent', 'of', 'gdp']"
military_expenditure_percent_of_gdp,economy,"['physical health', 'safety']",0.695324718952179,"[0.695324718952179, 0.05457756668329239, 0.05403454601764679]",military expenditure % of gdp,percent,"['military', 'expenditure', 'percent', 'of', 'gdp']"
motorcycle_deaths_per_100000_people,safety,"['demographics', 'physical health']",0.40088215470314026,"[0.40088215470314026, 0.3012401759624481, 0.0991014838218689]",motorcycle deaths per 100000 people,count,"['motorcycle', 'deaths', 'per', '100000', 'people']"
multisector_cross_cutting_aid_given_percent_of_aid,social wellbeing,"['safety', 'economy']",0.18698453903198242,"[0.18698453903198242, 0.16339372098445892, 0.149602010846138]",multisector cross cutting aid given % of aid,percent,"['multisector', 'cross', 'cutting', 'aid', 'given', 'percent', 'of', 'aid']"
municipal_water_withdrawal_cu_meters_per_person,safety,"['economy', 'environment']",0.3021068572998047,"[0.3021068572998047, 0.24182359874248505, 0.16739623248577118]",municipal water withdrawal cu meters per person,count,"['municipal', 'water', 'withdrawal', 'cu', 'meters', 'per', 'person']"
municipal_water_withdrawal_percent_of_total,safety,"['economy', 'environment']",0.2688334584236145,"[0.2688334584236145, 0.2419288009405136, 0.17517919838428497]",municipal water withdrawal % of total,percent,"['municipal', 'water', 'withdrawal', 'percent', 'of', 'total']"
murder_per_100000_people,demographics,"['environment', 'safety']",0.4702907204627991,"[0.4702907204627991, 0.10211221128702164, 0.09438718855381012]",murder per 100000 people,count,"['murder', 'per', '100000', 'people']"
murder_total_deaths,demographics,"['environment', 'economy']",0.18253248929977417,"[0.18253248929977417, 0.1654774397611618, 0.14804665744304657]",murder total deaths,count,"['murder', 'total', 'deaths']"
murdered_men_per_100000_people,demographics,"['economy', 'social wellbeing']",0.5602356791496277,"[0.5602356791496277, 0.08555195480585098, 0.08551443368196487]",murdered men per 100000 people,count,"['murdered', 'men', 'per', '100000', 'people']"
murdered_women_per_100000_people,demographics,"['environment', 'social wellbeing']",0.5868632197380066,"[0.5868632197380066, 0.08140139281749725, 0.07943005114793777]",murdered women per 100000 people,count,"['murdered', 'women', 'per', '100000', 'people']"
natural_gas_production_per_person,demographics,"['economy', 'environment']",0.3171063959598541,"[0.3171063959598541, 0.24190686643123627, 0.17801131308078766]",natural gas production per person,count,"['natural', 'gas', 'production', 'per', 'person']"
natural_gas_production_total,economy,"['environment', 'demographics']",0.41944870352745056,"[0.41944870352745056, 0.12962138652801514, 0.11827576160430908]",natural gas production total,count,"['natural', 'gas', 'production', 'total']"
natural_gas_proved_reserves_total,economy,"['safety', 'environment']",0.3750092089176178,"[0.3750092089176178, 0.20193147659301758, 0.103934645652771]",natural gas proved reserves total,count,"['natural', 'gas', 'proved', 'reserves', 'total']"
natural_gas_proven_reserves_per_person,demographics,"['economy', 'safety']",0.3018120229244232,"[0.3018120229244232, 0.20895102620124817, 0.12223483622074127]",natural gas proven reserves per person,count,"['natural', 'gas', 'proven', 'reserves', 'per', 'person']"
ncd_deaths_in_children_1_59_months_per_1000_births,demographics,"['safety', 'physical health']",0.4797331988811493,"[0.4797331988811493, 0.17452600598335266, 0.08745289593935013]",ncd deaths in children 1 59 months per 1000 births,count,"['ncd', 'deaths', 'in', 'children', '1', '59', 'months', 'per', '1000', 'births']"
ncd_deaths_in_children_1_59_months_total_deaths,demographics,"['safety', 'economy']",0.3938709497451782,"[0.3938709497451782, 0.18641436100006104, 0.12336422502994537]",ncd deaths in children 1 59 months total deaths,count,"['ncd', 'deaths', 'in', 'children', '1', '59', 'months', 'total', 'deaths']"
net_barter_terms_of_trade_2015_100,environment,"['economy', 'safety']",0.44850078225135803,"[0.44850078225135803, 0.3934423327445984, 0.058029185980558395]",net barter terms of trade 2015 100,count,"['net', 'barter', 'terms', 'of', 'trade', '2015', '100']"
new_births_total_number_estimated,demographics,"['economy', 'social wellbeing']",0.42892521619796753,"[0.42892521619796753, 0.14722995460033417, 0.1258428692817688]",new births total number estimated,count,"['new', 'births', 'total', 'number', 'estimated']"
newborn_deaths,demographics,"['environment', 'economy']",0.38071516156196594,"[0.38071516156196594, 0.1538960188627243, 0.1360635608434677]",newborn deaths,count,"['newborn', 'deaths']"
newborn_mortality_rate_per_1000,demographics,"['safety', 'economy']",0.5011221766471863,"[0.5011221766471863, 0.18207071721553802, 0.0894278883934021]",newborn mortality rate per 1000,count,"['newborn', 'mortality', 'rate', 'per', '1000']"
newly_hiv_infected_number_all_ages,demographics,"['environment', 'safety']",0.6836420893669128,"[0.6836420893669128, 0.06849363446235657, 0.06671902537345886]",newly hiv infected number all ages,count,"['newly', 'hiv', 'infected', 'number', 'all', 'ages']"
newly_hiv_infected_percent_age_15_49,demographics,"['environment', 'safety']",0.7609742283821106,"[0.7609742283821106, 0.05062049627304077, 0.0505407340824604]",newly hiv infected % age 15 49,percent,"['newly', 'hiv', 'infected', 'percent', 'age', '15', '49']"
nuclear_power_generation_per_person,demographics,"['environment', 'safety']",0.2856135368347168,"[0.2856135368347168, 0.24519439041614532, 0.1965501457452774]",nuclear power generation per person,count,"['nuclear', 'power', 'generation', 'per', 'person']"
nuclear_power_generation_total,safety,"['environment', 'economy']",0.22061923146247864,"[0.22061923146247864, 0.1973058581352234, 0.1930076628923416]",nuclear power generation total,count,"['nuclear', 'power', 'generation', 'total']"
number_of_child_deaths,demographics,"['safety', 'social wellbeing']",0.42466822266578674,"[0.42466822266578674, 0.14796724915504456, 0.10122566670179367]",number of child deaths,count,"['number', 'of', 'child', 'deaths']"
number_of_people_in_poverty,demographics,"['social wellbeing', 'economy']",0.6501066088676453,"[0.6501066088676453, 0.13676972687244415, 0.1258610039949417]",number of people in poverty,count,"['number', 'of', 'people', 'in', 'poverty']"
oil_consumption_per_cap,economy,"['environment', 'safety']",0.42017897963523865,"[0.42017897963523865, 0.23774488270282745, 0.0964381992816925]",oil consumption per cap,count,"['oil', 'consumption', 'per', 'cap']"
oil_consumption_total,economy,"['environment', 'demographics']",0.4879651367664337,"[0.4879651367664337, 0.1410612016916275, 0.09581346064805984]",oil consumption total,count,"['oil', 'consumption', 'total']"
oil_production_per_person,economy,"['demographics', 'environment']",0.4476529061794281,"[0.4476529061794281, 0.18580640852451324, 0.12103286385536194]",oil production per person,count,"['oil', 'production', 'per', 'person']"
